id,tagID,tagValue
2547,79::123::102::25::3219::85::3375::352::18::73::304::8052::78::6976::10125::11691::12642,alternative::new york::hip-hop::80s::awesome lyrics::funk::memories::90s::electronic::rock::hip hop::better than metallica::alternative rock::i love this song::pirate punk::egzamin::gluhie 90e
1781,185::835::134::4418::1880::81::15::127::24::13::7922,acoustic::nostalgia::singer-songwriter::scrubs::one tree hill::indie::downtempo::seen live::pop::chillout::check out later
295,24::509::16::25::26::526::30::10260::850,pop::dance-pop::new wave::80s::atmospheric::piano::german::80er::cover
985,16::1178::1706::17::25::611::9262,new wave::fun-dance-song::i love men without hats but this album is more like grunge without balls::synth pop::80s::canadian::80s i like
538,25::195::184::10585,80s::british::soundtrack::jukebox project
1158,1099::192::387::1903::292::73::3600::8503::8630::424::72,christmas blend::classic rock::progressive rock::professional::folk::rock::1969::best christmas songs::moonlight mile ost::progressive::hard rock
2660,16::79::4938::17::8576::25,new wave::alternative::my favorites::synth pop::bobbi::80s
895,14::184::3268::9427::7866::11757,ambient::soundtrack::progressive electronic::in the witch house family::f::film music composer
1303,2142::87::33::83::4641::67::24::191::13::713,songs for gil::post-rock::experimental::jazz::tortoise::noise::pop::instrumental::chillout::best song ever
67,18::39,electronic::dance
2718,134::292::185::780::8620::96::73::121::11489::955,singer-songwriter::folk::acoustic::legends::garden state soundtrack::spring::rock::uk::my own private sunshine::favourite
1723,885::17::25::1538::3440::4938::16::69::24::3605::7866::4356,fav songs::synth pop::80s::art rock::water::my favorites::new wave::dub::pop::favourite songs::f::favorite bands
2264,83::1096::85::32::22::7465::10110::13::33::1796::12041,jazz::chill zone::funk::avant-garde::acid jazz::cool jazz::psychosis::chillout::experimental::smooth jazz::todaysart
793,16::25::887::1405::2191::79::1414::275::5075::123::2415::8468::9823::10092,new wave::80s::new wave songs::godlike::college rock::alternative::talking heads::post-punk::gorgeousity::new york::rio::miscellaneous::rock me babe::blitz playlist
340,194::3073::4307::176::72::182::73,hardcore::hard core::hc::emo::hard rock::punk rock::rock
2333,83::32::4273::2534::191::13,jazz::avant-garde::bebop::free jazz::instrumental::chillout
1585,189::61::73::7205::79::78::1::352,industrial rock::industrial::rock::rispolverare dal dimenticatoio::alternative::alternative rock::metal::90s
1277,185::73::6234::81::24,acoustic::rock::beeshop::indie::pop
804,376::4::1::370,metalcore::black metal::metal::favorite
2155,83::1627::432::306::299::6932::13::134,jazz::bossa nova::brazilian::male vocalists::world::bossa no::chillout::singer-songwriter
2744,446::170::78::1097::73::25::72::4956::228::5740::885::7563::285::1228::7746::5790::26::8499::192::229::352::79::850::3481,grunge rock::grunge::alternative rock::covers::rock::80s::hard rock::guerilla::catchy::watched live::fav songs::sdsd::awesome::guitar solo::make me cry::pearl jam::atmospheric::best songs of the 90s::classic rock::epic::90s::alternative::cover::best cover
1335,193::292::98::185::134::192,country::folk::summer::acoustic::singer-songwriter::classic rock
2236,134::81::73::292::84::4289::526::185::127::364::1434::8498::642::9817::2349::8392::9979::25::11791::11878::824::12488,singer-songwriter::indie::rock::folk::indie rock::songs ive obsessed over::piano::acoustic::seen live::favorites::the beatles::best songs of the 00s::guilty pleasure::indie luv::sweet::ich liebe dich::triste::80s::not-emo::the songs that make me sick with butterflies::mellow::figure 8
768,23::14::18::4955::16::187::13::184,new age::ambient::electronic::1008::new wave::electronica::chillout::soundtrack
1343,14::7959::59::18,ambient::nadacore::drone::electronic
2033,14::59,ambient::drone
1987,2141::14::127::13::526::425::59,my indie friends::ambient::seen live::chillout::piano::pastel::drone
1254,47::14::15::32::4627::18::13,idm::ambient::downtempo::avant-garde::squarepusher::electronic::chillout
304,14::2137::570::59,ambient::i am canadian::techno::drone
2688,191::34::14::3586::5778::8670::545,instrumental::minimal::ambient::contemporary classical::minimalism::iron jesus::classical
847,445::73::192::72::829,blues rock::rock::classic rock::hard rock::blues
206,550::102::92::625::79::5682::7253::304::13::83::11691,black music 4 black ppl listened 2 by white hipsters::hip-hop::dope::soul::alternative::illadelph::check::hip hop::chillout::jazz::egzamin
1474,13::90::557::567::39::187::1039::127::18,chillout::trance::easy listening::rave::dance::electronica::1997::seen live::electronic
853,96::296::81::24::73::79::2233::6630::195::9182::9700::78::292::13::8392::84::11791::508::12209,spring::indie pop::indie::pop::rock::alternative::twee::jeffrey lewis::british::sxsw2006::my favourite albums::alternative rock::folk::chillout::ich liebe dich::indie rock::not-emo::love::other great tracks
2247,130::3658::23::7998::292,female vocalists::jean marc toma::new age::irish music::folk
638,81::84::5452::18::9639,indie::indie rock::cigarettes::electronic::arkadi
1508,14::18::32::7995::33::8670,ambient::electronic::avant-garde::eldad::experimental::iron jesus
2335,550::102::352::3536::123::1032::83::7252::103::85::11499::11691::25,black music 4 black ppl listened 2 by white hipsters::hip-hop::90s::phat::new york::1991::jazz::berep shows the love::rap::funk::leftovergrooves::egzamin::80s
2277,18::13::21::7255::2384,electronic::chillout::trip-hop::mistagged track::downbeat
48,79::285::176::73::9817::186,alternative::awesome::emo::rock::indie luv::emocore
1009,103::73::3790::78::177::102,rap::rock::fave songs ever::alternative rock::nu metal::hip-hop
1350,181::73::127::169,punk::rock::seen live::pop punk
2461,956::79::84::195::73::81::5644::6806::24::389::3444::6450::11487::127::11934::80::121,the beowulfs choice::alternative::indie rock::british::rock::indie::pulp::bittersweet pop::pop::britpop::sheffield::handclaps::quod me nutrit me destruit::seen live::heartbroke::glam rock::uk
346,1096::14::213::127::191::81::6295::3457::13::425::713::87,chill zone::ambient::beautiful::seen live::instrumental::indie::sleep::sigur ros::chillout::pastel::best song ever::post-rock
661,391::73::296::18::364::81::13::713::42::12032,shoegaze::rock::indie pop::electronic::favorites::indie::chillout::best song ever::synth-pop::best free stuff
302,551::292::134::213::73::3111::81::757::4289::364::79::1434::96::9014::9183::18::11130::11617::228::12265::1882,lastfm hipster artists::folk::singer-songwriter::beautiful::rock::cinematic folk::indie::indie folk::songs ive obsessed over::favorites::alternative::the beatles::spring::g-e-n-i-o::new album loves::electronic::rip out my fucking heart why dont you::dimeadozen dot org::catchy::favorite bands and artists::favorite song
93,73::79::78::81::6853::9945::1107::12349,rock::alternative::alternative rock::indie::hey song youre so fucking cute::fave::avant garde::mc lord magrao
512,81::73::78::79::18::6976::127::12592,indie::rock::alternative rock::alternative::electronic::i love this song::seen live::head automatica
110,102::624::6485::73::370::79::4449,hip-hop::electro house::fashionably punctuated band::rock::favorite::alternative::90210
2176,73::11089::12597,rock::interesting and will do more research on this artist soon::nightmare of you
2330,81::73::1880::8303::84::24,indie::rock::one tree hill::tbu::indie rock::pop
1036,292::835::185::81::10585,folk::nostalgia::acoustic::indie::jukebox project
117,198::127::79::1952,rapcore::seen live::alternative::00's
1147,73::79::78::127::185::169::11486::12599,rock::alternative::alternative rock::seen live::acoustic::pop punk::marissa cooper::sugarcult
317,73::72::5819::1358::9998::2658,rock::hard rock::f4nt4stic::post-grunge::uhull::rock alternative
1591,83::32::10123,jazz::avant-garde::hangover music
2041,191::793::26::184,instrumental::fucking awesome::atmospheric::soundtrack
2226,61::6::2139::1::192::424::5700::127::5::2::2736::1097,industrial::industrial metal::halloween::metal::classic rock::progressive::horror metal::seen live::death metal::alternative metal::ozzy osbourne::covers
2026,91::76::1,thrash metal::progressive metal::metal
2458,18::296::130::24::850::393::13,electronic::indie pop::female vocalists::pop::cover::dream pop::chillout
2235,1372::1::243::386::319,folk metal::metal::spanish rock::heavy metal::spanish
807,1::386::5,metal::heavy metal::death metal
1069,742::5::4318::5532::1,brutal death metal::death metal::death trash grindcore metal::baixar::metal
2052,79::1495::2142::73::127::18::81::88::6009::296::364::9824::6450::33::11791::216,alternative::sex::songs for gil::rock::seen live::electronic::indie::psychedelic::amorous::indie pop::favorites::i love my dad taste::handclaps::experimental::not-emo::american
1803,73::72::134,rock::hard rock::singer-songwriter
224,73::176::3972::2752::78::9182::9822,rock::emo::long island::fantastic::alternative rock::sxsw2006::remember him
2508,835::169::4289::176::79::73,nostalgia::pop punk::songs ive obsessed over::emo::alternative::rock
1450,2142::364::79::84::6309::98::9821::81,songs for gil::favorites::alternative::indie rock::best indie ever::summer::inlove::indie
262,81::176::4289::661::127::79::73::526::9827::10585::11493::3869::12574,indie::emo::songs ive obsessed over::ballads::seen live::alternative::rock::piano::i want to dance in my underwear::jukebox project::always be my konstantine::songs i absolutely love::something corporate
2067,13::18::14::370::23::6242::1032::1495::7113::238::309::3467::12530::8024,chillout::electronic::ambient::favorite::new age::blue deep::1991::sex::relaxing music::sexy::electro::enigma::macumba music::deutschland
1516,134::192::201::72::73::25::7156::1228::185::247::9127::9182::292::824::611::850,singer-songwriter::classic rock::guilty pleasures::hard rock::rock::80s::optimistic view while experiencing pessimism::guitar solo::acoustic::60s::old man::sxsw2006::folk::mellow::canadian::cover
1684,18::81::9471::12289,electronic::indie::0 play yet::life unexpected
1270,33::1103::2140::61::79::30::32::67,experimental::industri::rock hard::industrial::alternative::german::avant-garde::noise
1910,87::33::229::14::84::191::66::13::1887::425::127::210::8392,post-rock::experimental::epic::ambient::indie rock::instrumental::abstract::chillout::intense::pastel::seen live::00s::ich liebe dich
1281,73::72::80::24::5532::511::192::4070,rock::hard rock::glam rock::pop::baixar::english::classic rock::xmas
1670,396::130::2137::84::18::309::181::184::6628::182::32::9818::187::719::1882,electroclash::female vocalists::i am canadian::indie rock::electronic::electro::punk::soundtrack::barkbarkdisco::punk rock::avant-garde::neon space::electronica::gossip girl::favorite song
1413,39::102::3177::13::238::2593::304::11936,dance::hip-hop::missy elliott::chillout::sexy::unknown::hip hop::dj gold
1721,167::39::24,rnb::dance::pop
1371,81::24::296::370::79::6488::287,indie::pop::indie pop::favorite::alternative::just some guy::lovely
2730,231::370::850::8397::352::167,ballad::favorite::cover::jams::90s::rnb
279,127::49::24::625::520::10776::167,seen live::female vocalist::pop::soul::romance::shake your money maker::rnb
1646,1181::5035::181::73::10691::261,australian rock::dd covers::punk::rock::triple j::punkabilly
2626,184::4994::1305,soundtrack::movie score composers::ost
618,13::39::18::2726::15::187::4279::14::4300::6809::309::604::3364::9437::824::9745::21,chillout::dance::electronic::favorite songs::downtempo::electronica::mad about::ambient::sexy songs::famous persons::electro::norwegian::crap::witch-clash::mellow::makes me wanna dance::trip-hop
242,81::33::18,indie::experimental::electronic
2707,24::364::130::608::11358::127,pop::favorites::female vocalists::italian::depre::seen live
1964,14::127::7763::9427,ambient::seen live::ambient folk::in the witch house family
778,14::391::6482::130::393::79::81,ambient::shoegaze::skins soundtrack::female vocalists::dream pop::alternative::indie
1029,81::130::127::11089::134::2785::11878::12372,indie::female vocalists::seen live::interesting and will do more research on this artist soon::singer-songwriter::nice::the songs that make me sick with butterflies::cat power
259,364::296::84::9182::11791,favorites::indie pop::indie rock::sxsw2006::not-emo
1297,24::1351::18::39::90,pop::vocal trance::electronic::dance::trance
1663,18::24::39::346::483::12162,electronic::pop::dance::female::party::inna
1300,79::1642::81::213::73::176::169::127::8388::78::9817::10585::12572,alternative::excellent reason for crying::indie::beautiful::rock::emo::pop punk::seen live::best rock::alternative rock::indie luv::jukebox project::the academy is
1865,364::24::1880::49::79::5742::8522::134::184,favorites::pop::one tree hill::female vocalist::alternative::beatles julia::new discoverys::singer-songwriter::soundtrack
1866,1099::247::1355::8236::6450::11918,christmas blend::60s::christmas::1965::handclaps::something that makes sad things ok
1442,24::319::2829::308::6032::356::642::8301::2990::1::2188,pop::spanish::death brutal technical atmospheric metal::latin::cagada::latin pop::guilty pleasure::lpa::rbd::metal::pagode
1563,176::2139::178::793::10960,emo::halloween::screamo::fucking awesome::this is not emo
2336,292::406::78::693::134::432,folk::brazil::alternative rock::mpb::singer-songwriter::brazilian
1790,91::1,thrash metal::metal
709,1096::824::39::308::1023::24,chill zone::mellow::dance::latin::1992::pop
2561,24::73::299::319::10230,pop::rock::world::spanish::listened more than 10 times in a row
1156,83::3234::191::409::319::185,jazz::flamenco::instrumental::guitar virtuoso::spanish::acoustic
148,734::308::24::608::2349,latino::latin::pop::italian::sweet
420,73::78::72::7408::84::3606::130,rock::alternative rock::hard rock::lunic::indie rock::70s rock::female vocalists
124,192::33::73::4258::409::1228::83::445,classic rock::experimental::rock::barrelhouse covers::guitar virtuoso::guitar solo::jazz::blues rock
1145,2140::18::4886::9::35,rock hard::electronic::female electronic::electro-industrial::cyberpunk
139,187::18::102::1753::8933::9510,electronica::electronic::hip-hop::cute::postmodern::my hot girls
480,18::17::16::74::309::130::199::9818,electronic::synth pop::new wave::synthpop::electro::female vocalists::electropop::neon space
2609,2191::850::81::216::8462::78::481,college rock::cover::indie::american::lastfm::alternative rock::usa
2381,1538::78::73::387::2075::127::9823::33,art rock::alternative rock::rock::progressive rock::new prog::seen live::rock me babe::experimental
1085,4::3263::76,black metal::progressive black metal::progressive metal
2472,15::18::187::2531::21::7258::102::81,downtempo::electronic::electronica::turntablism::trip-hop::i am a party girl here is my soundtrack::hip-hop::indie
58,13::14::5640::187::15::9471,chillout::ambient::shanuss::electronica::downtempo::0 play yet
1859,13::2727::15::7253::713::21::187::1995,chillout::qt::downtempo::check::best song ever::trip-hop::electronica::icelandic
861,608::9425::10092::25::11757::42,italian::deep-clash::blitz playlist::80s::film music composer::synth-pop
762,306::187::18::6488::9003::9472::79,male vocalists::electronica::electronic::just some guy::electrohop::cesar::alternative
1233,18::79::826::127::2272::14::8001::39::8732::13,electronic::alternative::chill::seen live::progressive house::ambient::gadi1::dance::drug song::chillout
2109,79::81::127::134::9820::73::11034,alternative::indie::seen live::singer-songwriter::idolo::rock::the rocket summer
2286,18::206,electronic::<3
2193,102::103::92::71::6162::354,hip-hop::rap::dope::hiphop::hip hop/rap::fun
1204,102::92::6162::304::103,hip-hop::dope::hip hop/rap::hip hop::rap
2057,102::103::285::71::6162::197,hip-hop::rap::awesome::hiphop::hip hop/rap::gangsta rap
1126,103::102::6162::483::9919::197,rap::hip-hop::hip hop/rap::party::the worst thing ever to happen to music::gangsta rap
1855,102::130::103,hip-hop::female vocalists::rap
2459,59::14::574,drone::ambient::dark ambient
421,2137::73::130::78::611::79,i am canadian::rock::female vocalists::alternative rock::canadian::alternative
1338,79::3379::73::81,alternative::wizard rock::rock::indie
1001,296::84::6595::6628::81::9817::611::11878::1964,indie pop::indie rock::a mix of indie and hip hop::barkbarkdisco::indie::indie luv::canadian::the songs that make me sick with butterflies::bouncy
887,1644::13::109::8303::18::24::73::12287,fuck yeah::chillout::pop rock::tbu::electronic::pop::rock::melrose place
2678,509::2438::505::709::16::39::6679::25::8626::184::24,dance-pop::cold case soundtrack::80s pop::1982::new wave::dance::laura branigan::80s::gta vice city::soundtrack::pop
1629,25::203::24::735::39::6763::7588::4847::4070,80s::disco::pop::70s::dance::prejebeno::ladytronica::my fav songs::xmas
597,216::24::505::130::98::16::1023::25::8398::6049::9262::10230,american::pop::80s pop::female vocalists::summer::new wave::1992::80s::80s stuff::female artists::80s i like::listened more than 10 times in a row
493,285::2363::735::25::24::1355::12173,awesome::ultimate rock ballads::70s::80s::pop::christmas::music to kill yourself to
1634,2142::33::3603::81::79::78::73,songs for gil::experimental::awesome guitar jams::indie::alternative::alternative rock::rock
832,73::226::79::719,rock::california::alternative::gossip girl
2440,79::73::5168::1495::6800::8499::9441::10230,alternative::rock::best advert music ever::sex::baggy::best songs of the 90s::factory records::listened more than 10 times in a row
477,73::185::79::370::4449::33,rock::acoustic::alternative::favorite::90210::experimental
1632,73::2191::25::16::185::1353::8500::9833::24,rock::college rock::80s::new wave::acoustic::scottish::best songs of the 80s::world beats::pop
1048,24::1023::1353::9192,pop::1992::scottish::boyband
1237,18::39::24::6289::601::4589,electronic::dance::pop::darin::swedish::idols
1936,16::2191::25::24::195::296,new wave::college rock::80s::pop::british::indie pop
333,13::1995::87::14::33::6516::127::425::34::12095,chillout::icelandic::post-rock::ambient::experimental::krutt::seen live::pastel::minimal::etheric
1820,87::14::391,post-rock::ambient::shoegaze
1276,87::14::33::6483::127::821,post-rock::ambient::experimental::complete sentences::seen live::post rock
2504,14::87::9821::821,ambient::post-rock::inlove::post rock
2088,14::13::187::18::15::87,ambient::chillout::electronica::electronic::downtempo::post-rock
549,14::9232::13::18,ambient::ambient techno::chillout::electronic
37,2142::14::526::34,songs for gil::ambient::piano::minimal
1603,169::73::79::9822::176::12290::127,pop punk::rock::alternative::remember him::emo::hellcats::seen live
202,176::178::180::73::6976::8392,emo::screamo::post-hardcore::rock::i love this song::ich liebe dich
1148,73::185::10541::508::11878::84,rock::acoustic::bemis::love::the songs that make me sick with butterflies::indie rock
1523,25::24::130::8497::12208::735,80s::pop::female vocalists::all the best::new wave and eighties::70s
2576,16::202::127::195::24,new wave::electro pop::seen live::british::pop
378,275::16::1353,post-punk::new wave::scottish
2541,16::1098::2191::3496::6795::8508,new wave::miserable::college rock::artists::colors::best songs in the world
2620,18::202::3960::84::73::81::42::12302,electronic::electro pop::dancey::indie rock::rock::indie::synth-pop::the last song
592,493::991::24::512::130::658::18::850::8301::1097::184::208::6853::11189::234::216::2867::12397,glee::musical::pop::romantic::female vocalists::lady gaga::electronic::cover::lpa::covers::soundtrack::diva::hey song youre so fucking cute::passiva::amazing::american::tv::lea
1908,16::447::4300::26::184::195::24,new wave::favourites::sexy songs::atmospheric::soundtrack::british::pop
878,885::957::1182::73::17::709::25::13::39::16::6928::24::10096,fav songs::scholes song::genius at work - brilliant song::rock::synth pop::1982::80s::chillout::dance::new wave::aussie::pop::modern-classic
2731,24::202::109::130::18::73::3163::3786::3824::39::49::238::1671::9829::199::349::11956::12022::4140,pop::electro pop::pop rock::female vocalists::electronic::rock::the veronicas::twins::veronicas::dance::female vocalist::sexy::summer song::es pop mama::electropop::teen pop::jet set radio future::weekly top artists::australia
24,405::24::130::481::18::5477::49::109::285::7491::127::1912::73::297::10452::230::210::769,disney::pop::female vocalists::usa::electronic::el mejor regalo de ella con esta cancion 3::female vocalist::pop rock::awesome::hated but rated::seen live::great voice::rock::pop-rock::soundtrack musical::love it::00s::demi lovato
1507,6::1::79::12489,industrial metal::metal::alternative::q5
1513,2137::18::24::5009::1745::8303::8998::11692,i am canadian::electronic::pop::rockville ca::goddess::tbu::the lights::polecane
273,81::242::935::78::8462::73::84,indie::power pop::lo-fi::alternative rock::lastfm::rock::indie rock
207,1096::134::24::56::127::1926::13::292::370::824::73::4769::78::216::8303::9829::185::445::16::10585::11616::206::10719,chill zone::singer-songwriter::pop::melancholic::seen live::download required::chillout::folk::favorite::mellow::rock::couples::alternative rock::american::tbu::es pop mama::acoustic::blues rock::new wave::jukebox project::live music archive::<3::john mayer
1380,87::82::7953::1,post-rock::doom metal::chugga chugga chugga::metal
527,79::389::6798::127::7517::69::8498::25::81::6450::24::121,alternative::britpop::numbers::seen live::brit-pop::dub::best songs of the 00s::80s::indie::handclaps::pop::uk
1208,134::6704::8620::8854::81::185::11486::184,singer-songwriter::instrumental alternative::garden state soundtrack::buy this::indie::acoustic::marissa cooper::soundtrack
2510,202::768::24::1087::730::3617::109::199::18::39::1753::7491::346::7740::405::8303::1912::642::8450::7775::789::73::12474,electro pop::stand out be proud::pop::justin timberlake::love at first listen::selena::pop rock::electropop::electronic::dance::cute::hated but rated::female::young diva::disney::tbu::great voice::guilty pleasure::redone::selena gomez::2010s::rock::fan
1129,487::169::73::1097::1249::206::79::109::6976::354,poison::pop punk::rock::covers::powerpop::<3::alternative::pop rock::i love this song::fun
1675,10::61::565::9::18,harsh ebm::industrial::dark electro::electro-industrial::electronic
1492,16::195::25::713::1859,new wave::british::80s::best song ever::post punk
731,195::1097::79::49::81::500::130::2244::13::84::296::730::850::127::5286::830::2752::18::24::206::184::719,british::covers::alternative::female vocalist::indie::brilliant::female vocalists::space rock::chillout::indie rock::indie pop::love at first listen::cover::seen live::the vampire diaries::guitar::fantastic::electronic::pop::<3::soundtrack::gossip girl
1901,1096::130::24::13::83::4103::5818::625::49::824::1445::836::702::25::121,chill zone::female vocalists::pop::chillout::jazz::johnny::4m4zinq::soul::female vocalist::mellow::emotional::dreamy::smooth::80s::uk
2610,81::18::24::296::238::1368::130::9471::398::79::121,indie::electronic::pop::indie pop::sexy::funny::female vocalists::0 play yet::alternative pop::alternative::uk
665,102::92::8397::304::71,hip-hop::dope::jams::hip hop::hiphop
18,18::206::187::2196::213::81::3309::5818::6067::176::14::7937::74::1534::1753::825::234::1249::12304::12520,electronic::<3::electronica::new discovery::beautiful::indie::adam young::4m4zinq::optimistic electronica::emo::ambient::pop singles::synthpop::indietronica::cute::relaxing::amazing::powerpop::ultimate music hit::synthie pop
51,105::39::18::81,house::dance::electronic::indie
532,81::73::78::79::9472::84::5286,indie::rock::alternative rock::alternative::cesar::indie rock::the vampire diaries
1076,130::109::49::73::228::181::127::169::24::1249::2349,female vocalists::pop rock::female vocalist::rock::catchy::punk::seen live::pop punk::pop::powerpop::sweet
1661,74::15::21::1627::18,synthpop::downtempo::trip-hop::bossa nova::electronic
2268,13::33::11501::15,chillout::experimental::groovesuspects::downtempo
876,1159::88::9218::799::192,deep::psychedelic::canadian rockabilly::genius::classic rock
504,76::73::409::191::1076::830,progressive metal::rock::guitar virtuoso::instrumental::rock n roll::guitar
2064,445::1352::73::829::72::409::191::25::6510::12209,blues rock::love songs::rock::blues::hard rock::guitar virtuoso::instrumental::80s::power ballads::other great tracks
1460,13::130::21::49::81::24::3783::4289::18::127::15::231::346::8303::62::8621::706::9472::8711::719::79::11485::360::11956::296::5286,chillout::female vocalists::trip-hop::female vocalist::indie::pop::funny lyrics::songs ive obsessed over::electronic::seen live::downtempo::ballad::female::tbu::trip hop::six feet under soundtrack::2008::cesar::riot grrl::gossip girl::alternative::to write love on my arms::australian::jet set radio future::indie pop::the vampire diaries
1252,182::1288::181,punk rock::street punk::punk
842,555::127::191::61::2::1::1712::1983::2139::6::73::1984::3882::850::2371::543::72::6253::78::176::9823::10213::10232::11222::10116::1513::12209::1097,industrial pop::seen live::instrumental::industrial::alternative metal::metal::cartoon metal::manson::halloween::industrial metal::rock::marilyn manson::tags::cover::gorgeous::stoner rock::hard rock::animals::alternative rock::emo::rock me babe::i fucking love this song::covers that are actually good::me likey::great covers::shit::other great tracks::covers
475,18::13::839::1943::79::14::127::24::4952::184::191::90::8698::10213::16::234::11728::1492,electronic::chillout::sad::poetry::alternative::ambient::seen live::pop::oui fm::soundtrack::instrumental::trance::new vicious::i fucking love this song::new wave::amazing::rs::relax
1797,73::2215::127::3597,rock::russian rock::seen live::russia
2569,137::24::668::308::201::130::127::356::185::206::635::39::508::209::18::319::238::200::208::231::13::1671::49::9474::447::10386::3868::512::11359::134::12287,specials to 3mmey::pop::copa::latin::guilty pleasures::female vocalists::seen live::latin pop::acoustic::<3::shakira::dance::love::legend::electronic::spanish::sexy::hot::diva::ballad::chillout::summer song::female vocalist::hans::favourites::none::amazing lyrics::romantic::corta venas::singer-songwriter::melrose place
1934,14::13::824,ambient::chillout::mellow
1649,13::14::233::10533,chillout::ambient::dark::recos
1227,39::213::18::14::229::13::393::296::81::5304::6428::6628::9433::713::84::26::719,dance::beautiful::electronic::ambient::epic::chillout::dream pop::indie pop::indie::song for rides::experimental night pop::barkbarkdisco::in the chillwave family::best song ever::indie rock::atmospheric::gossip girl
1807,16::196::73::79::245,new wave::polish rock::rock::alternative::garage
2267,192::247::73::8502::8728,classic rock::60s::rock::best songs of the 60s::bi daha dinlicem
2369,73::489::79::130::1799::49::719::232::503::84::9789::78::16::210::1358::24::11692::5286,rock::taylor momsen::alternative::female vocalists::kick-ass::female vocalist::gossip girl::addictive::live::indie rock::medicine::alternative rock::new wave::00s::post-grunge::pop::polecane::the vampire diaries
2745,72::82::543::1::10427::25,hard rock::doom metal::stoner rock::metal::proto doom::80s
38,823::73::432::7774::1248,brasil::rock::brazilian::humberto gessinger::rio grande do sul
828,387::24::18::25::192::8500::8826::73::6900::4356,progressive rock::pop::electronic::80s::classic rock::best songs of the 80s::late night tunes::rock::title is a full sentence::favorite bands
1652,79::829::83::4258::3807::445,alternative::blues::jazz::barrelhouse covers::blue::blues rock
2519,3259::387::608::424,symphonic prog::progressive rock::italian::progressive
733,2525::21::1911::8730::18,nu jazz::trip-hop::cool::drug music::electronic
1418,72::1::1214::192::73::25::1181::5509::5740::6795::445::1076::3882::127::7948::229::352,hard rock::metal::i love this fucking song::classic rock::rock::80s::australian rock::great unforgettable rock band::watched live::colors::blues rock::rock n roll::tags::seen live::anos 80::epic::90s
1471,1833::14::18::21::13::2525::15,ninja tune::ambient::electronic::trip-hop::chillout::nu jazz::downtempo
1475,24::130::16::545::25::200::8500::8575::10260,pop::female vocalists::new wave::classical::80s::hot::best songs of the 80s::donna::80er
2153,218::855::321::5459::4429::296::9817::18,slut::new rave::french::better than britney spears::doo wop::indie pop::indie luv::electronic
424,84::78::11798::73::81,indie rock::alternative rock::yay::rock::indie
2739,39::18::9819::713::105,dance::electronic::my electro feelings::best song ever::house
1658,895::275::2138::16::3496::364::11336::25,british artists::post-punk::first-rate and free::new wave::artists::favorites::lms artist::80s
872,18::61::9035::189::9,electronic::industrial::synth rock::industrial rock::electro-industrial
1435,47::18::70::127,idm::electronic::dubstep::seen live
344,73::432::406::3507::24::9670,rock::brazilian::brazil::brazilian rock::pop::tiger
2653,79::1223::73::206::33::2140::78::249::4300::4938::81::5327::1100::2850::5532::72::49::6795::850::84::445::127::9786::88::16::481,alternative::marisa mix::rock::<3::experimental::rock hard::alternative rock::garage rock::sexy songs::my favorites::indie::lag::rain::better than lady gaga::baixar::hard rock::female vocalist::colors::cover::indie rock::blues rock::seen live::road stripes::psychedelic::new wave::usa
2008,545::5778::8505::23::191::184,classical::minimalism::the best classical opera and film scores::new age::instrumental::soundtrack
1171,24::13::56::1492::79::2856::81::49::130::195::73::21::238::8518::10230::18::508::352::11499,pop::chillout::melancholic::relax::alternative::stunning::indie::female vocalist::female vocalists::british::rock::trip-hop::sexy::songs diana sang on x factor::listened more than 10 times in a row::electronic::love::90s::leftovergrooves
815,386::1::72::1210,heavy metal::metal::hard rock::southern rock
945,25::23::73::192::134::6900,80s::new age::rock::classic rock::singer-songwriter::title is a full sentence
824,385::1::5,melodic death metal::metal::death metal
1850,72::2753::73::127::238::1::386,hard rock::sebastian bach::rock::seen live::sexy::metal::heavy metal
1861,527::191::545::30::512,classic::instrumental::classical::german::romantic
106,121::73::98::192::25::4238::1560::130::843::445::10826::11488::37::229::12209,uk::rock::summer::classic rock::80s::anti-war::books::female vocalists::rock ballad::blues rock::70ss::soundtrack of my childhood::groove::epic::other great tracks
1811,25::1608::73::229::9247::78::11485::432,80s::bizarro::rock::epic::poesia::alternative rock::to write love on my arms::brazilian
2674,130::766::95::83::10585::185::134,female vocalists::holiday soundtrack::autumn::jazz::jukebox project::acoustic::singer-songwriter
2142,2064::127::96::6976::850::84,alt-country::seen live::spring::i love this song::cover::indie rock
2602,184::191::7862::5322::121,soundtrack::instrumental::bond::james bond::uk
432,25::216::956::73::2030::2191::24::81::16::78::26::4418::352::192::98::127::79::84::412::185::955::4356::481,80s::american::the beowulfs choice::rock::my 500 essential songs::college rock::pop::indie::new wave::alternative rock::atmospheric::scrubs::90s::classic rock::summer::seen live::alternative::indie rock::best band ever::acoustic::favourite::favorite bands::usa
1067,485::14::18::13::545::184::191::7758::8505::11757,thomas newman::ambient::electronic::chillout::classical::soundtrack::instrumental::filmska muzika::the best classical opera and film scores::film music composer
1042,853::79::23::3599::292::27::49::130::3968::12638,celtic::alternative::new age::pagan::folk::ethereal::female vocalist::female vocalists::oriental::ezbeni
